==PROF== Connected to process 24103 (/home/wzy/cuda-code/cutlass/examples/00_self_gemm/self_gemm_template.out)
Detected GPU: Tesla V100-PCIE-32GB (SM 7.0)
Running warm-up...
Cutlass GEMM time: 1651.14 ms
Cutlass GEMM Performance: 10404.8 GFLOPS
Cublas GEMM time: 976.695 ms
Cublas GEMM Performance: 17589.8 GFLOPS
All results match within tolerance (abs=0.001, rel=0.01)
Passed.
==PROF== Disconnected from process 24103
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<__half, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_hfma_pred_on.sum","inst","0"
"0","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<__half, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_hmul_pred_on.sum","inst","0"
"1","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<__half, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","dram__bytes.sum","byte","837,859,744"
"1","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<__half, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","l1tex__t_bytes.sum","byte","838,860,800"
"1","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<__half, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","lts__t_bytes.sum","byte","839,173,184"
"1","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<__half, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__cycles_elapsed.avg","cycle","3,529,708.73"
"1","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<__half, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__cycles_elapsed.avg.per_second","cycle/second","1,234,923,842.99"
"1","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<__half, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","0"
"1","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<__half, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_dadd_pred_on.sum","inst","0"
"1","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<__half, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_dfma_pred_on.sum","inst","0"
"1","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<__half, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_dmul_pred_on.sum","inst","0"
"1","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<__half, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_fadd_pred_on.sum","inst","0"
"1","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<__half, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","0"
"1","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<__half, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_fmul_pred_on.sum","inst","0"
"1","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<__half, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_hadd_pred_on.sum","inst","0"
"1","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<__half, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_hfma_pred_on.sum","inst","0"
"1","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<__half, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_hmul_pred_on.sum","inst","0"
"2","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","dram__bytes.sum","byte","1,676,716,704"
"2","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","l1tex__t_bytes.sum","byte","1,677,721,600"
"2","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","lts__t_bytes.sum","byte","1,678,032,320"
"2","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__cycles_elapsed.avg","cycle","3,529,701.30"
"2","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__cycles_elapsed.avg.per_second","cycle/second","1,234,935,071.21"
"2","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","0"
"2","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_dadd_pred_on.sum","inst","0"
"2","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_dfma_pred_on.sum","inst","0"
"2","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_dmul_pred_on.sum","inst","0"
"2","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_fadd_pred_on.sum","inst","0"
"2","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","0"
"2","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_fmul_pred_on.sum","inst","0"
"2","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_hadd_pred_on.sum","inst","0"
"2","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_hfma_pred_on.sum","inst","0"
"2","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_hmul_pred_on.sum","inst","0"
"3","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","dram__bytes.sum","byte","1,676,717,888"
"3","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","l1tex__t_bytes.sum","byte","1,677,721,600"
"3","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","lts__t_bytes.sum","byte","1,678,032,736"
"3","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__cycles_elapsed.avg","cycle","3,529,786.75"
"3","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__cycles_elapsed.avg.per_second","cycle/second","1,234,895,839.16"
"3","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__inst_executed_pipe_tensor.sum","inst","0"
"3","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_dadd_pred_on.sum","inst","0"
"3","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_dfma_pred_on.sum","inst","0"
"3","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_dmul_pred_on.sum","inst","0"
"3","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_fadd_pred_on.sum","inst","0"
"3","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_ffma_pred_on.sum","inst","0"
"3","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_fmul_pred_on.sum","inst","0"
"3","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_hadd_pred_on.sum","inst","0"
"3","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_hfma_pred_on.sum","inst","0"
"3","24103","self_gemm_template.out","127.0.0.1","void InitializeMatrix_kernel<float, (bool)1>(T1 *, int, int, int)","1","7","(16, 16, 1)","(1280, 1280, 1)","0","7.0","Command line profiler metrics","sm__sass_thread_inst_executed_op_hmul_pred_on.sum","inst","0"
"4","24103","self_gemm_template.out","127.0.0.1","void cutlass::Kernel<cutlass::gemm::kernel::Gemm<cutlass::gemm::threadblock::MmaPipelined<cutlass::gemm::GemmShape<(int)128, (int)128, (int)32>, cutlass::transform::threadblock::PredicatedTileIterator<cutlass::MatrixShape<(int)128, (int)32>, cutlass::half_t, cutlass::layout::RowMajor, (int)1, cutlass::transform::PitchLinearWarpRakedThreadMap<cutlass::PitchLinearShape<(int)32, (int)128>, (int)128, cutlass::PitchLinearShape<(int)4, (int)8>, (int)8>, (int)8, (bool)0, cutlass::layout::NoPermute>, cutlass::transform::threadblock::RegularTileIterator<cutlass::MatrixShape<(int)128, (int)32>, cutlass::half_t, cutlass::layout::RowMajorVoltaTensorOpMultiplicandCrosswise<(int)16, (int)32>, (int)0, cutlass::transform::PitchLinearWarpRakedThreadMap<cutlass::PitchLinearShape<(int)32, (int)128>, (int)128, cutlass::PitchLinearShape<(int)4, (int)8>, (int)8>, (int)16>, cutlass::transform::threadblock::PredicatedTileIterator<cutlass::MatrixShape<(int)32, (int)128>, cutlass::half_t, cutlass::layout::RowMajor, (int)0, cutlass::transform::PitchLinearWarpRakedThreadMap<cutlass::PitchLinearShape<(int)128, (int)32>, (int)128, cutlass::PitchLinearShape<(int)8, (int)4>, (int)8>, (int)8, (bool)0, cutlass::layout::NoPermute>, cutlass::transform::threadblock::RegularTileIterator<cutlass::MatrixShape<(int)32, (int)128>, cutlass::half_t, cutlass::layout::RowMajorVoltaTensorOpMultiplicandBCongruous<(int)16>, (int)0, cutlass::transform::PitchLinearWarpRakedThreadMap<cutlass::PitchLinearShape<(int)128, (int)32>, (int)128, cutlass::PitchLinearShape<(int)8, (int)4>, (int)8>, (int)16>, float, cutlass::layout::RowMajor, cutlass::gemm::threadblock::MmaPolicy<cutlass::gemm::warp::MmaVoltaTensorOp<cutlass::gemm::GemmShape<(int)64, (int)64, (int)32>, cutlass::half_t, cutlass::layout::RowMajorVoltaTensorOpMultiplicandCrosswise<(int)16, (int)32>, cutlass::half_t, cutlass::layout::RowMajorVoltaTensorOpMultiplicandBCongruous<(int)16>, float, cutlass::layout::RowMajor, cutlass::gemm::warp::MmaTensorOpPolicy<cutlass::arch::Mma<cutlass::gemm::GemmShape<(int)16, (int)16, (int)4>, (int)32, cutlass::half_t, cutlass::layout::RowMajor, cutlass::half_t, cutlass::layout::RowMajor, float, cutlass::layout::RowMajor, cutlass::arch::OpMultiplyAdd>, cutlass::MatrixShape<(int)1, (int)1>>, bool>, cutlass::MatrixShape<(int)0, (int)0>, cutlass::MatrixShape<(int)0, (int)0>, (int)1>, cutlass::NumericArrayConverter<cutlass::half_t, cutlass::half_t, (int)32, (cutlass::FloatRoundStyle)2, cutlass::transform::thread::UnaryTransform::Identity>, cutlass::NumericArrayConverter<cutlass::half_t, cutlass::half_t, (int)32, (cutlass::FloatRoundStyle)2, cutlass::transform::thread::UnaryTransform::Identity>, bool>, cutlass::epilogue::threadblock::Epilogue<cutlass::gemm::GemmShape<(int)128, (int)128, (int)32>, cutlass::gemm::warp::MmaVoltaTensorOp<cutlass::gemm::GemmShape<(int)64, (int)64, (int)32>, cutlass::half_t, cutlass::layout::RowMajorVoltaTensorOpMultiplicandCrosswise<(int)16, (int)32>, cutlass::half_t, cutlass::layout::RowMajorVoltaTensorOpMultiplicandBCongruous<(int)16>, float, cutlass::layout::RowMajor, cutlass::gemm::warp::MmaTensorOpPolicy<cutlass::arch::Mma<cutlass::gemm::GemmShape<(int)16, (int)16, (int)4>, (int)32, cutlass::half_t, cutlass::layout::RowMajor, cutlass::half_t, cutlass::layout::RowMajor, float, cutlass::layout::RowMajor, cutlass::arch::OpMultiplyAdd>, cutlass::MatrixShape<(int)1, (int)1>>, bool>, (int)1, cutlass::epilogue::threadblock::PredicatedTileIterator<cutlass::epilogue::threadblock::OutputTileOptimalThreadMap<cutlass::epilogue::threadblock::OutputTileShape<(int)128, (int)4, (int)4, (int)2, (int)1>, cutlass::epilogue::threadblock::OutputTileShape<(int)1, (int)2, (int)2, (int)1, (int)4>, (int)128, (int)4, (int)32>, float, (bool)0, cutlass::layout::NoPermute, (bool)0>, cutlass::epilogue::warp::FragmentIteratorVoltaTensorOp<cutlass::gemm::GemmShape<(int)64, (int)64, (int)32>, cutlass::gemm::GemmShape<(int)32, (int)32, (int)4>, float, cutlass::layout::RowMajor>, cutlass::epilogue::warp::TileIteratorVoltaTensorOp<cutlass::gemm::GemmShape<(int)64, (int)64, (int)32>, cutlass::gemm::GemmShape<(int)32, (int)32, (int)4>, float, cutlass::layout::RowMajor>, cutlass::epilogue::threadblock::SharedLoadIterator<cutlass::epilogue::threadblock::OutputTileOptimalThreadMap<cutlass::epilogue::threadblock::OutputTileShape<(int)128, (int)4, (int)4, (int)2, (int)1>, cutlass::epilogue::threadblock::OutputTileShape<(int)1, (int)2, (int)2, (int)1, (int)4>, (int)128, (int)4, (int)32>::CompactedThreadMap, float, (int)8>, cutlass::epilogue::thread::LinearCombination<float, (int)4, float, float, (cutlass::epilogue::thread::ScaleType::Kind)0, (cutlass::FloatRoundStyle)2, float>, cutlass::MatrixShape<(int)0, (int)2>, (int)1, (int)1>, cutlass::gemm::threadblock::GemmIdentityThreadblockSwizzle<(int)1>, (bool)0>>(T1::Params)","1","7","(128, 1, 1)","(160, 160, 1)","0","7.0","Command line profiler metrics","dram__bytes.sum","byte","205,394,417,472"
